"0","1","TARGET_FLAG","TARGET_AMT"
0.849231792710742,0.150768207289258,"0",6560.08152061087
0.809798760277799,0.190201239722201,"0",6623.26790587399
0.887425931500801,0.112574068499199,"0",4433.25940676631
0.730660149878095,0.269339850121905,"0",4420.81989020537
0.855078590486033,0.144921409513967,"0",6461.66139828748
0.788621189523122,0.211378810476878,"0",6898.35577808744
0.577434875532505,0.422565124467495,"0",5481.70898297243
0.608781498923905,0.391218501076095,"0",7356.27595211764
0.960208665124231,0.0397913348757687,"0",6969.21320974518
0.817487030702855,0.182512969297145,"0",8526.43175365337
0.977923073374796,0.0220769266252041,"0",6686.55897382196
0.42606325426542,0.57393674573458,"1",5422.54189136606
0.162252841460762,0.837747158539238,"1",4791.15099023448
0.89927295086893,0.10072704913107,"0",4963.89839912996
0.964571310877194,0.0354286891228064,"0",5198.45818185745
0.374433293778397,0.625566706221603,"1",5657.14166726211
0.312114011964532,0.687885988035468,"1",5146.01014045599
0.819229381449344,0.180770618550656,"0",6257.53988428556
0.406989696103788,0.593010303896212,"1",4522.93867712362
0.530096777678946,0.469903222321054,"0",5167.42483409387
0.887077822497518,0.112922177502482,"0",6593.07682556275
0.67143985359381,0.32856014640619,"0",4859.35303407826
0.945282815216126,0.0547171847838742,"0",6585.54263777058
0.596135811379834,0.403864188620166,"0",5771.56102491058
0.639173832275796,0.360826167724204,"0",5232.0429187203
0.628000146371012,0.371999853628988,"0",5870.90547476842
0.545233221027149,0.454766778972851,"0",4885.02216215062
0.481667973020632,0.518332026979368,"1",6925.2329735918
0.93994509903488,0.06005490096512,"0",5947.72564684071
0.866995618067102,0.133004381932898,"0",6070.27562577642
0.876929021797966,0.123070978202034,"0",4270.47976538056
0.5820542209824,0.4179457790176,"0",6406.04562060306
0.913687181729536,0.0863128182704636,"0",5508.47342863085
0.805535474287015,0.194464525712985,"0",5751.13832063097
0.776611159002777,0.223388840997223,"0",5606.76611396994
0.956584190802073,0.0434158091979266,"0",7045.93294300155
0.828493960825694,0.171506039174306,"0",6923.21332847129
0.848034130258677,0.151965869741323,"0",6601.58738169455
0.903547392739022,0.0964526072609778,"0",4613.84036437017
0.448870252636555,0.551129747363445,"1",6295.06198641976
0.666399690775226,0.333600309224774,"0",4612.10217080986
0.416730100793249,0.583269899206751,"1",5741.29501779803
0.983690106208791,0.0163098937912086,"0",5761.74620639977
0.465785142892417,0.534214857107583,"1",6873.48973996573
0.995040271610524,0.00495972838947607,"0",6427.91564526463
0.764838152343417,0.235161847656583,"0",4529.09758192328
0.943784415320264,0.0562155846797364,"0",5503.84194876368
0.607054785472222,0.392945214527778,"0",6186.83633550702
